18,837
23,367
41,043
67,255
47,366
27,102
98,804
64,263
60,212
47,849
35,791
51,011
95,484
19,387
42,401
27,700
47,053
99,248
39,491
50,293
86,973
16,967
17,568
68,059
36,367
19,542
51,317
27,191
91,934
83,076
70,741
15,518
88,015
87,887
24,915
90,348
21,758
36,134
72,386
23,889
80,413
42,644
45,046
10,319
23,081
34,120
36,701
46,366
69,212
61,273
59,451
36,916
23,561
34,530
23,460
60,031
70,786
34,225
85,932
33,069
41,719
50,310
28,695
35,304
15,657
11,873
78,024
84,930
19,519
16,903
70,690
26,877
41,063
23,872
83,762
27,501
91,814
93,496
49,774
47,461
14,506
16,993
70,356
45,761
47,596
50,006
54,693
61,371
69,030
32,617
21,068
58,238
63,020
32,229
79,688
54,770
45,229
80,316
17,701
60,565
21,511
96,708
56,989
37,063
42,679
20,427
74,595
41,558
54,881
71,552
42,051
91,933
96,695
65,527
82,527
41,865
88,691
29,278
19,718
69,808
72,306
64,525
18,938
48,571
93,852
75,533
51,874
88,024
73,599
79,558
43,995
81,714
72,980
61,821
81,535
82,392
41,363
50,707
21,851
87,500
60,610
11,259
45,798
36,830
96,327
16,721
16,632
90,724
19,015
34,101
52,951
16,515
54,273
97,989
16,681
88,942
23,643
86,602
39,376
24,608
65,854
68,611
63,823
53,566
79,487
58,100
39,569
27,112
18,131
62,485
21,814
21,103
40,047
86,911
40,040
43,643
54,190
95,595
13,387
61,827
82,077
63,728
60,628
57,064
15,466
48,166
79,203
80,414
52,027
69,004
65,030
20,268
81,397
35,858
95,913
35,977
61,784
65,852
21,752
47,856
52,302
55,725
75,532
12,696
84,718
14,950
51,183
91,864
72,586
56,417
23,770
73,420
41,539
45,143
62,410
89,766
92,939
33,314
26,398
89,315
60,531
87,748
18,659
56,129
74,988
85,520
90,390
87,689
40,662
72,018
89,595
20,659
87,696
78,544
76,382
81,146
48,491
69,491
90,413
20,945
64,286
19,882
78,043
63,437
74,814
90,718
30,914
14,907
40,443
92,790
92,206
74,130
25,551
62,436
68,251
51,638
78,936
26,211
49,106
15,475
78,332
91,409
16,009
36,717
53,871
28,176
76,234
73,551
17,634
66,867
37,931
30,179
83,685
80,399
18,476
64,504
55,361
44,400
10,034
59,496
94,952
59,361
38,464
45,231
85,225
20,724
57,979
15,825
91,538
48,158
59,911
87,924
62,072
14,946
38,992
61,153
95,395
59,695
18,912
32,799
83,407
85,747
78,718
27,434
85,324
92,469
69,978
16,865
97,718
90,957
61,086
88,148
59,260
35,814
19,148
35,834
18,318
23,458
75,139
28,221
31,711
68,662
35,667
12,328
78,826
66,603
86,142
40,820
53,829
67,372
21,487
52,348
58,759
63,790
80,875
17,306
56,432
67,556
95,089
91,771
71,597
69,920
38,821
37,622
19,025
79,705
95,492
71,449
67,810
93,430
22,097
87,099
81,683
76,001
50,375
11,167
90,446
41,447
77,582
67,180
32,157
49,129
81,227
18,356
18,608
15,305
57,068
27,184
99,418
40,774
99,730
68,013
77,383
30,986
42,372
10,064
53,840
40,057
97,719
63,803
70,777
76,706
29,835
70,323
56,435
64,665
80,952
25,649
42,684
30,192
66,402
55,344
65,792
43,054
43,782
54,532
70,769
63,394
78,652
99,414
85,755
50,515
96,243
77,470
84,186
40,314
51,987
17,403
91,973
35,543
88,527
82,888
99,882
87,006
52,633
81,206
49,604
30,075
32,762
33,378
93,738
71,749
48,472
17,222
88,055
91,045
61,505
69,872
28,218
60,737
61,790
66,778
76,365
79,403
54,966
77,196
49,366
17,047
84,056
72,708
70,486
89,909
38,375
12,596
42,313
12,276
59,793
29,432
79,523
50,034
47,621
49,657
30,632
72,400
34,761
35,653
73,239
35,734
57,382
82,728
10,797
46,704
44,715
80,692
45,809
82,382
13,708
53,839
91,725
35,630
18,859
31,329
61,184
37,832
82,873
50,144
88,519
82,700
58,021
75,827
77,623
84,777
55,552
14,549
96,655
56,314
31,540
59,243
15,864
96,079
78,748
93,031
29,590
71,349
37,674
91,345
71,482
93,814
33,376
18,885
99,716
96,517
12,190
47,421
61,922
41,718
43,688
67,212
36,808
17,019
65,674
14,172
99,960
37,272
11,559
18,530
19,618
72,736
27,649
98,366
44,802
56,333
91,633
93,185
64,704
59,897
11,921
63,216
56,579
98,516
97,358
22,530
60,087
36,008
18,034
91,439
75,147
40,392
47,107
72,190
70,928
65,448
82,841
46,850
39,284
12,503
17,394
25,735
76,003
22,884
23,279
20,324
35,162
50,399
88,486
74,219
58,003
49,194
97,084
40,278
36,558
43,406
34,848
24,138
23,383
91,029
59,180
17,156
11,449
77,432
40,385
43,537
30,356
13,730
84,956
59,385
95,548
14,163
23,511
99,951
65,259
73,309
38,956
93,261
46,439
11,337
81,577
94,932
13,488
39,450
34,240
76,043
67,571
25,427
58,765
10,339
76,251
15,284
22,096
95,360
16,471
76,628
62,587
36,740
77,296
86,275
72,195
51,357
85,799
94,833
60,501
33,141
25,994
81,354
86,365
64,951
50,614
91,895
85,267
49,782
73,801
98,054
42,570
10,772
46,668
98,376
55,617
98,625
65,952
86,320
58,140
62,944
21,699
81,975
60,400
73,692
28,142
74,471
73,745
52,543
22,693
92,154
27,126
48,299
17,729
38,219
18,043
26,110
76,926
25,488
70,264
99,173
41,222
49,919
43,233
12,598
32,388
35,158
72,294
70,283
44,343
99,745
47,850
30,847
73,254
80,531
78,500
28,791
56,215
43,783
65,643
81,942
13,947
79,775
20,368
82,095
79,842
76,424
21,518
18,005
68,397
84,440
33,134
61,190
91,072
82,667
26,126
74,900
66,866
55,380
49,609
59,543
85,165
76,733
47,949
80,563
21,982
56,860
63,887
14,856
65,821
20,665
40,261
12,159
76,736
48,316
85,329
69,028
73,471
77,883
80,659
12,588
68,182
56,157
79,275
10,680
78,007
43,922
73,564
72,755
96,392
52,001
29,024
62,946
87,947
39,998
17,133
84,172
70,119
73,947
42,798
74,064
56,481
18,412
66,410
55,719
90,708
84,148
36,183
17,400
18,492
60,376
75,767
43,903
73,129
76,199
62,816
95,757
11,613
52,130
11,748
71,962
81,404
16,397
53,570
74,292
74,001
92,994
18,361
13,861
61,620
37,747
53,799
26,904
90,227
55,365
72,545
98,022
21,056
99,657
47,546
42,624
60,369
11,249
55,674
58,123
16,291
77,951
75,456
32,283
36,228
39,970
75,639
10,922
27,695
39,797
52,964
96,971
80,747
11,100
40,050
20,431
32,522
48,084
37,324
57,327
63,248
20,232
52,949
53,604
66,982
85,546
39,891
49,405
55,893
68,342
11,180
30,496
18,288
78,997
74,565
70,411
16,539
44,982
52,547
69,983
97,561
75,754
28,847
35,090
38,986
90,136
91,290
70,896
94,204
66,809
27,243
78,043
51,990
79,634
70,514
57,620
61,944
16,188
77,672
10,461
87,343
12,991
28,514
30,381
84,334
74,059
37,461
54,720
29,631
14,410
72,203
77,961
96,954
22,365
38,110
16,636
59,846
32,415
64,674
28,088
77,696
